idx,caption,commenter,owner,comment,label,role
175, #impactwrestling - Thursday on @spiketv,jreese78,impactwrestling  ,"I love the cry babies, go watch were, nobody cares, why do you subscribe to the tba account if you dislike it so much? Go watch www repeative main event  (created at:2013-02-14 18:55:09)",1,bully
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,jnelson5757,johnnytatt  ,Bad ass  (created at:2013-02-16 20:02:38),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,_rosy_rose_,johnnytatt  ,@johnnytatt_inkshop love it !!!  (created at:2013-02-16 20:02:52),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,bbyrobertsmmy,johnnytatt  ,So nice!!  (created at:2013-02-16 20:04:32),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,mr.riverag_,johnnytatt  ,@johnnytatt_inkshop where r u located  (created at:2013-02-16 20:06:10),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,manuelstella77,johnnytatt  ,Love it  (created at:2013-02-16 20:08:32),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,corymanus,johnnytatt  ,Dope  (created at:2013-02-16 20:12:18),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,gourmetarts710,johnnytatt  ,Dope G!!  (created at:2013-02-16 20:24:46),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,ethikal,johnnytatt  ,Sick man  (created at:2013-02-16 20:26:43),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,ashbomb911,johnnytatt  ,"Your work is on point! Definitely respect your talent. I get tatted by Carlos and cryptic, I got to get tatted by you too eventually lol  (created at:2013-02-16 20:59:47)",0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,ally_al856,johnnytatt  ,#love #it  (created at:2013-02-16 21:38:53),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,madman0810,johnnytatt  ,Good pice of art there  (created at:2013-02-17 03:47:53),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,ogwax,johnnytatt  ,@johnnytatt_inkshop Fucking too dope your on a different level  (created at:2013-03-22 17:18:38),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,marlonpicasso,johnnytatt  ,Dope as work bro  (created at:2013-04-09 04:46:42),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,nievesey,johnnytatt  ,Nice man  (created at:2013-05-11 13:37:36),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,stikmanink,johnnytatt  ,Perspective is sick  (created at:2013-09-13 22:09:45),0,other
178, The picture quality sucks... But here is the Tatt from yesterday... @louis_rey #inkshop,king7ster_muzik,johnnytatt  ,@ugon2far  (created at:2014-07-21 09:38:21),0,other
179,Media posted at 013-02-16 20:23:08,antich.rist,amyhgreen  ,Follow me pls _¥_  (created at:2013-02-16 20:27:10),0,other
179,Media posted at 013-02-16 20:23:08,myriamkahil,amyhgreen  ,You look like her :-) x  (created at:2013-02-16 20:29:43),0,other
179,Media posted at 013-02-16 20:23:08,lelaas,amyhgreen  ,"wow, you two look stunning!  (created at:2013-02-16 20:44:16)",0,other
179,Media posted at 013-02-16 20:23:08,lalalottie96,amyhgreen  ,You look really alike :) beautiful!  (created at:2013-02-16 21:21:26),0,other
179,Media posted at 013-02-16 20:23:08,gangstagrunge,amyhgreen  ,follow me on twitter @_ellojello_ ? (:x  (created at:2013-02-17 05:35:37),0,other
179,Media posted at 013-02-16 20:23:08,esmeewbu,amyhgreen  ,Gorgeous _¥_  (created at:2013-02-17 13:49:32),0,other
179,Media posted at 013-02-16 20:23:08,kid_in_ukraine,amyhgreen  ,"OMG, u look unsurpassed. U have a beautiful mom:) xx  (created at:2013-02-17 19:55:31)",0,other
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Looking ugly  (created at:2013-02-24 14:29:36),1,bully
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Lol @annabelle__walsh ewwwww -__-  (created at:2013-02-25 23:36:23),0,other
179,Media posted at 013-02-16 20:23:08,coyvenus,amyhgreen  ,u look fabulous n beautiful as ever lovin how popular ur fashion is comin onto peoplee  (created at:2013-02-27 03:55:38),0,other
179,Media posted at 013-02-16 20:23:08,himynameisbriela,amyhgreen  ,NAMY <3 NIALL + AMY  (created at:2013-03-05 21:41:21),0,other
179,Media posted at 013-02-16 20:23:08,himynameisbriela,amyhgreen  ,LOL  (created at:2013-03-05 21:41:25),0,other
179,Media posted at 013-02-16 20:23:08,savannahfaione,amyhgreen  ,NO BODY SHIPS NAMY  (created at:2013-03-05 23:14:39),0,other
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,@dontmesswithusdirectioners Thats awfully rude ! You dont belong in our fandom ! Your a carrot stop go away !  (created at:2013-03-06 01:35:00),0,defender
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Holy crap I you ship namy GET THE HELL OUTTA MY KETCHIN carrot ass bitch @celly_1  (created at:2013-03-06 02:20:53),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,*Only  (created at:2013-03-06 03:01:43),0,other
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,"@dontmesswithusdirectioners LOLOL ARE YOU SERIOUS OH MY GOD LOLOLOL ONLY CARROT AS BITCHES SAY ""Get out of my kitchen !"" WHEN YOU DIDNT EVEN SPELL KITCHEN RIGHT OH GOD YOUR SO STUPID LOL JUST STOP !  (created at:2013-03-06 03:03:06)",1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,& btw when did I exactly say I ship namy I dont recall typing that ? Im just saying that was very rude and immature thing to say to her ! Shes beautiful & probably more prettier than you . @dontmesswithusdirectioners  (created at:2013-03-06 03:06:24),1,bully
179,Media posted at 013-02-16 20:23:08,foodmonster511,amyhgreen  ,YEAH! beautiful from the outside how about inside is she BEAUTIFUL HAH?  (created at:2013-03-07 12:44:25),0,other
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Just go lick your pussy some more @celly_1  (created at:2013-03-08 22:43:26),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,Lol your so stupid I cant even describe hiw stupid you are ! @dontmesswithusdirectioners  (created at:2013-03-08 23:17:19),1,bully
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Oh burn where did u get that @celly_1  (created at:2013-03-08 23:19:06),0,other
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Retard  (created at:2013-03-08 23:19:11),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,Lol your so stupid I cant even describe hiw stupid you are ! @dontmesswithusdirectioners  (created at:2013-03-08 23:28:13),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,@dontmesswithusdirectioners What are you talking about you make no sense you need to grow up !  (created at:2013-03-08 23:29:26),0,other
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Dumb ass fuck! Or would you like me to spell it out @celly_1  (created at:2013-03-08 23:30:03),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,@dontmesswithusdirectioners LOL YOU ARE STUPID ! LOLOLOL ! You did spell it dumbass !  (created at:2013-03-08 23:30:58),1,bully
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,It's an expression fucktard @celly_1  (created at:2013-03-08 23:32:01),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,well you sound dumb stupid ass bitch @dontmesswithusdirectioners  (created at:2013-03-08 23:34:30),1,bully
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,Is what you are :p @celly_1  (created at:2013-03-08 23:35:44),0,other
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,Really is that whag your gunna push my comebacks back to me you sound pathetic ! @dontmesswithusdirectioners  (created at:2013-03-08 23:39:25),1,bully
179,Media posted at 013-02-16 20:23:08,harryshipsterass,amyhgreen  ,You look pathetic @celly_1  (created at:2013-03-08 23:41:52),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,Really is that whag your gunna push my comebacks back to me you sound pathetic ! @dontmesswithusdirectioners  (created at:2013-03-09 01:33:01),1,bully
179,Media posted at 013-02-16 20:23:08,gone0089,amyhgreen  ,@dontmesswithusdirectioners your pathetic your the one that called her ugly when shes probably 209473728 times prettier than you so just go leave your irrelevant!  (created at:2013-03-09 01:35:22),1,bully
179,Media posted at 013-02-16 20:23:08,sarah_stewart98,amyhgreen  ,Who are these people fighting...  (created at:2013-03-09 19:41:46),0,other
179,Media posted at 013-02-16 20:23:08,enzovieira_12,amyhgreen  ,ur mom has a bigger dick than you  (created at:2013-03-18 00:03:45),1,bully
179,Media posted at 013-02-16 20:23:08,eleanorcalderstyle,amyhgreen  ,people seriously you need to shut the fuck up and like shes honestly not ugly at all.. omfg just let her live her life  (created at:2013-03-21 21:31:02),0,defender
179,Media posted at 013-02-16 20:23:08,_rock_me_nialler_,amyhgreen  ,@f1997f it's Amy haha  (created at:2013-03-22 00:45:36),0,other
179,Media posted at 013-02-16 20:23:08,jusfranceschini,amyhgreen  ,They are so pretty!!! Love u so much  (created at:2013-03-29 16:53:58),0,other
179,Media posted at 013-02-16 20:23:08,siannaduvage,amyhgreen  ,@eleanorcalderstyle JESUS TAKES THE WHEEL #THANKYOU__¥_  (created at:2013-04-16 20:06:22),0,other
179,Media posted at 013-02-16 20:23:08,bethhodgson_,amyhgreen  ,Your beautiful @amyhgreen x  (created at:2013-08-14 18:27:49),0,other
179,Media posted at 013-02-16 20:23:08,nohrem,amyhgreen  ,hAIR LINE  (created at:2013-08-29 11:03:59),0,other
179,Media posted at 013-02-16 20:23:08,whoreing,amyhgreen  ,u look 40 how old r u  (created at:2013-09-13 01:21:49),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,johnrodriguez1992,rampage4real  ,Lol Kongo Toe!  (created at:2013-02-22 06:29:13),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,mila_thebluefrenchie,rampage4real  ,The lambo is sickk! @rampage4real  (created at:2013-02-22 06:30:05),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,ku3sforever,rampage4real  ,Nice lambo  (created at:2013-02-22 06:30:37),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,_bvvvvictor_,rampage4real  ,Fuck you rampage let me dip your lamb  (created at:2013-02-22 06:36:04),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,reefgeek420,rampage4real  ,Lmbo  (created at:2013-02-22 06:52:54),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,lukemalloy,rampage4real  ,That's an awesome car @rampage4real  (created at:2013-02-22 06:54:09),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,mojo_the_awesome,rampage4real  ,"U watching the fight Sat? Gonna BBQ, hang out with friends? If u have no plans come over! ;-)  (created at:2013-02-22 06:56:04)",0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,rock_robster87,rampage4real  ,Rampage did you see queen mo get knocked the F out? Lol  (created at:2013-02-22 06:56:17),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,trg_88,rampage4real  ,@rampage4real take me for a ride handsome ;)  (created at:2013-02-22 07:01:35),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,stackzilla_doughbritches,rampage4real  ,That's a big dude to be sporting skinny jeans..  (created at:2013-02-22 07:08:58),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,brandon40457,rampage4real  ,Your my hero and inspiration! @rampage4real thank you  (created at:2013-02-22 07:14:11),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,scarylarryv,rampage4real  ,"King Mo got knocked the fuck out, don't talk shit, Rampage would have fucked his ass up.  (created at:2013-02-22 07:33:07)",1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,cote_017,rampage4real  ,King mo is hella good I bet he would knock out these shit talkers.  (created at:2013-02-22 08:09:43),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,chronic757,rampage4real  ,Lucky  (created at:2013-02-22 10:28:29),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,sugarslim80,rampage4real  ,It won't be.... No air is getting in those..  (created at:2013-02-22 12:09:26),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,jaima_bell,rampage4real  ,Awwww ty for the gift!!!!! I love the green one!!!!!! Hehe jk  (created at:2013-02-22 14:32:54),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,lifeofzachh,rampage4real  ,@richard_martin rampages garage....  (created at:2013-02-22 15:16:38),1,defender
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pooped_on,rampage4real  ,king mo is garbage and just got his ass knocked out for being a dummy n thinking his shit dont stink and talking shot so ha sorry has king hoe @cotegjj  (created at:2013-02-22 15:25:37),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,lifeofricharddd,rampage4real  ,What the fuck did you just say? @lifeofzach  (created at:2013-02-22 15:48:00),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,rampage4real,rampage4real  ,@pooped_on but what does all that have 2 do with my pic of Kongo?  (created at:2013-02-22 15:52:12),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,rampage4real,rampage4real  ,@sugarslim80 hahaha but I bet u would like 2 get n those!!  (created at:2013-02-22 15:53:11),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,sneek0,rampage4real  ,@rampage4real Kongo is the man! What you think of wrestling being takin out of Olympics? Shits sad man  (created at:2013-02-22 15:58:02),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,rampage4real,rampage4real  ,"@sneek0 yeah,but I bet u it's gonna bring a lot more of wrestlers 2 MMA tho  (created at:2013-02-22 16:01:56)",0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pooped_on,rampage4real  ,Just letting someone know whats up ramp  (created at:2013-02-22 16:56:47),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pascarella22,rampage4real  ,"@rampage4real anyone with the name "" @pooped_on "" is just a complete idiot hahaha C`Mon son!! Who thinks of that name... for himself too hahaha!! Then he talks ""shit"" about complete random bullshit that nobody gives a shit about and completely irrelevant to the picture hahaha!!  (created at:2013-02-22 17:16:19)",1,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pascarella22,rampage4real  ,@rampage4real you my idol Mayne!! Next time I meet you I'll bring this shit up so we can crack up about title.  (created at:2013-02-22 17:17:18),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pascarella22,rampage4real  ,@rampage4real wish me luck in the NFL draft this year! When I make it I'm sending you tickets to the game!! We bout to be the homies!! Hell yeee!! Imma holla at u bro!!  (created at:2013-02-22 17:18:44),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,sugarslim80,rampage4real  ,Umm.. That's a negative. He doesn't have room to fart... How am I suppose to get in them. ______¥  (created at:2013-02-22 18:41:37),1,defender
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pooped_on,rampage4real  ,Who takes any of this serious i was commenting on some other idiot saying shit and who cares about names man really @pascarella22  (created at:2013-02-22 19:35:42),1,defender;bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,pac214,rampage4real  ,I rememeber when kain velazquez whoop kongo ass I was like dam!!  (created at:2013-02-23 00:49:48),1,bully
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,kennymc620,rampage4real  ,Thanks for keepin my lambo clean and safe there in the garage! Hah  (created at:2013-02-23 17:04:33),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,made4aboss562,rampage4real  ,@rampage4real shotgun  (created at:2013-02-27 19:22:15),0,other
181, Ride safe @kongo4real.. Hope it's not 2 cold n those skinny jeans! Haha,sevroc1,rampage4real  ,@rampage4real saw u rolling down harbor blvd in the green beast this afternoon ___¥___¥__¥__¥ ___¢___¢__¥  (created at:2013-04-24 02:51:20),0,other
182, Posted @FameWhorez,beautiful_soul_renee,kidred  ,The kill  (created at:2013-02-22 23:34:27),0,other
182, Posted @FameWhorez,outtapocketqueen,kidred  ,@chriannarehab totally agree with you  (created at:2013-02-22 23:38:46),0,other
182, Posted @FameWhorez,tehes_,kidred  ,The Kill ___  (created at:2013-02-22 23:38:48),0,other
182, Posted @FameWhorez,kidred,kidred  ,Lol y'all is crazy !!! __¥__  (created at:2013-02-22 23:39:57),0,other
182, Posted @FameWhorez,mrsdew03,kidred  ,The KILL__¥__¥__¥  (created at:2013-02-22 23:39:58),0,other
182, Posted @FameWhorez,darealceeloco,kidred  ,Agree one million percent  (created at:2013-02-22 23:41:11),0,other
182, Posted @FameWhorez,ohshehasdimples,kidred  ,Bye @chriannarehab  (created at:2013-02-22 23:41:12),0,other
182, Posted @FameWhorez,roselarome,kidred  ,cool.  (created at:2013-02-22 23:41:19),0,other
182, Posted @FameWhorez,mrsdew03,kidred  ,"If you're REALLY TB you'd support ALL his endeavors, not just some____  (created at:2013-02-22 23:41:57)",0,other
182, Posted @FameWhorez,desiree.celeste,kidred  ,Nice beanie @kidred  (created at:2013-02-22 23:43:54),0,other
182, Posted @FameWhorez,love.dna,kidred  ,The Kill. Bang Bang ________  (created at:2013-02-22 23:44:08),0,other
182, Posted @FameWhorez,love.dna,kidred  ,@chriannarehab ......................................  (created at:2013-02-22 23:44:34),0,other
182, Posted @FameWhorez,roselarome,kidred  ,It's Chris's line as well you dumb cunt lol @chriannarehab  (created at:2013-02-22 23:45:59),1,bully
182, Posted @FameWhorez,roselarome,kidred  ,@chriannarehab lol stfu.  (created at:2013-02-22 23:48:27),1,bully
182, Posted @FameWhorez,teambreezybmore,kidred  ,Thekill ha!  (created at:2013-02-22 23:49:13),0,other
182, Posted @FameWhorez,negeari,kidred  ,Lmaoooooo y'all act like chris in the pic wearing it that nigga in hawii not worrying about shit creating drama off of nothing  (created at:2013-02-22 23:50:16),1,defender
182, Posted @FameWhorez,pinkbutterflyy_,kidred  ,tell chris to make a new instagram @kidred  (created at:2013-02-22 23:50:37),0,other
182, Posted @FameWhorez,roselarome,kidred  ,"yeah, you're about 12 or so lmfao! @chriannarehab  (created at:2013-02-22 23:51:35)",0,other
182, Posted @FameWhorez,aldonza12,kidred  ,@chriannarehab girl would you go on! Don't you have enough Chrianna pics to fap to instead of hopping on other ppl's pages to talk shit? How are you mad at CHRIS' friend for supporting CHRIS' line? SMH  (created at:2013-02-22 23:52:27),1,bully
182, Posted @FameWhorez,roselarome,kidred  ,@chriannarehab hit a nerve there huh?  (created at:2013-02-22 23:53:40),0,other
182, Posted @FameWhorez,e46sg,kidred  ,"@chriannarehab you need a damn hobbie like a ball of yarn or something if u worried about what someone is wearing. That girl aint thinkin about u, neither is ink.  (created at:2013-02-23 00:01:00)",0,other
182, Posted @FameWhorez,e46sg,kidred  ,Meant kid red  (created at:2013-02-23 00:01:46),0,other
182, Posted @FameWhorez,aldonza12,kidred  ,@chriannarehab so why did you feel the need to comment on Kae when she is no where in this pic? If you stan for Chris you would support his choices. You clearly support his choice to be with Rih then you should also support his choice to start a line with Kae. Chill out.  (created at:2013-02-23 00:03:00),0,other
182, Posted @FameWhorez,e46sg,kidred  ,@chriannarehab glad u liked it. You have alot of time on ur hands so thought it was perfect for u  (created at:2013-02-23 00:03:38),0,other
182, Posted @FameWhorez,adorechrae,kidred  ,#thekill ___  (created at:2013-02-23 00:03:54),0,other
182, Posted @FameWhorez,e46sg,kidred  ,"@gapeaches12 that idiot just wants to feel important. People need to stay outta other peoples bis. If red wanna wear #thekill, he a grown ass man just like breezy.  (created at:2013-02-23 00:06:19)",1,defender
182, Posted @FameWhorez,irie_airy,kidred  ,"@n5osgbeatz lol @ ""ball of yarn"" hahahahha - true story though  (created at:2013-02-23 00:07:53)",0,other
182, Posted @FameWhorez,aldonza12,kidred  ,@n5osgbeatz I know lol. I see her all the time in comments talking reckless. Some of these lil crazies act like Kae stole their puppy or something lol. Just bitter and mad for no gosh darn reason. And it's funny how now she doesn't care after I shut that ass down LMFAO  (created at:2013-02-23 00:10:43),1,defender
182, Posted @FameWhorez,tayloramonii,kidred  ,"The "" crazed "" in these fans, @kidred how do you all deal??  (created at:2013-02-23 00:15:50)",0,other
182, Posted @FameWhorez,aldonza12,kidred  ,@chriannarehab I'm telling you you should support The Kill bc Chris is just as much a part of it as Kae is. Don't be a fan when it's convenient. And if Chris didn't have her staying with him in the first place he wouldn't be getting in trouble. Y'all stay blaming Kae for the messy shit CHRIS does. But I'm done now. I'm sure Red doesn't appreciate us blowing up his mentions __  (created at:2013-02-23 00:22:26),0,other
182, Posted @FameWhorez,raelisagabrielle,kidred  ,Catching LIFE off these comments.  (created at:2013-02-23 00:28:35),0,other
182, Posted @FameWhorez,kiasworld_,kidred  ,Loool kid red must be reading these comments and creasing at you lot lmaoo  (created at:2013-02-23 00:32:36),0,other
182, Posted @FameWhorez,irie_airy,kidred  ,@rihannaus exactly! No shade to be seen.....  (created at:2013-02-23 00:43:17),0,other
182, Posted @FameWhorez,badgaldejia,kidred  ,Y'all crack me up!!!  (created at:2013-02-23 01:13:15),0,other
182, Posted @FameWhorez,idntgiveafuck,kidred  ,Smh y'all always starting shit in peoples comments!  (created at:2013-02-23 01:17:46),0,other
182, Posted @FameWhorez,e46sg,kidred  ,@favenationcr co mutha fuckin sign  (created at:2013-02-23 01:50:02),1,bully
182, Posted @FameWhorez,stinamocha,kidred  ,___¢ Y'all Wild'n But Bang Bang __¢  (created at:2013-02-23 01:55:44),0,other
182, Posted @FameWhorez,kidred,kidred  ,@kiyomiokelani thank u  (created at:2013-02-23 02:49:55),0,other
182, Posted @FameWhorez,sheaintrih,kidred  ,Chrae keep being crazy and rihanna will shit them up by putting a fukin boring ass kill beanie on  (created at:2013-02-23 03:18:08),1,bully
182, Posted @FameWhorez,soooojazzy,kidred  ,It's not that serious. @chriannarehab posted her opinion. She didn't say anything out of the way about the picture. I feel bad for @kidred and any of his friends. I guess they can't be friends with they're friends ex even though they've been friends for over a year. That picture is nice. This is coming from a Rih fan.  (created at:2013-02-23 04:08:42),0,other
182, Posted @FameWhorez,aimikothien,kidred  ,the kill ______¥___  (created at:2013-02-23 09:28:05),0,other
182, Posted @FameWhorez,igloria4,kidred  ,The Kill #Dope beanie :p  (created at:2013-02-23 14:10:22),0,other
182, Posted @FameWhorez,prettyasschink,kidred  ,Cute ;*  (created at:2013-02-23 16:13:16),0,other
182, Posted @FameWhorez,yt_blessed,kidred  ,"Why do people act like it's just her line, Chris is involved. Stop looking for something that's not there...Smh  (created at:2013-02-23 16:57:06)",0,other
182, Posted @FameWhorez,fu.fudaisy,kidred  ,everybody shutup aint nobody got time fa dis  (created at:2013-02-23 20:18:16),1,defender
182, Posted @FameWhorez,electlady918,kidred  ,@kidred Your a king of your kingdom stop letting mess come in your kingdom. Other Kings hang out with Kings and Queens hang out with Queens so if your trying to get to the top how can two walk together unless they agree. Don't let your Queen pull you down with the crabs that's not really her friends hanging around to start mess. The King and Queen walk together and let noone in there circle stay high don't come low for the drama remember it's who you know and who can in a good word for you. So keep posting Rihanna pictures and Chris those you hang with know that the blessing will fall on you in your season and time.  (created at:2013-02-23 20:49:35),0,other
182, Posted @FameWhorez,kayomaree,kidred  ,"Fuck ""the kill"" >>> nobody rocking that shit & @badgalriri coming to slayyyyy May 5th w/ Riverisland!!!! Can't phuCking waittttt  (created at:2013-02-24 18:55:49)",0,other
182, Posted @FameWhorez,destinedforgreatn3ss_,kidred  ,Ew the kill  (created at:2013-02-24 20:55:52),1,bully
182, Posted @FameWhorez,ppllovechrae,kidred  ,It's just too much hate going! What did karrueche do?!?@kidred they think you're after Chris for his money too it's so crazy how everybody around Chris gets hate just because they aren't as famous as who you're used to seeing these people got they own money I'm sure!  (created at:2013-02-24 23:24:44),0,other
182, Posted @FameWhorez,ppllovechrae,kidred  ,Rihanna fans are making a bad name for her little do you know! Unnecessary drama.  (created at:2013-02-24 23:26:03),0,other
182, Posted @FameWhorez,ppllovechrae,kidred  ,Keep supporting the kill you post what you want @kidred Blessings!  (created at:2013-02-24 23:27:03),0,other
182, Posted @FameWhorez,nyk_nak,kidred  ,Love love love boo!  (created at:2013-02-25 01:20:40),0,other
182, Posted @FameWhorez,flower134,kidred  ,the kill is NOT rice cake: ir chris brand ok??  (created at:2013-02-27 14:04:14),0,other
182, Posted @FameWhorez,sincerechanel,kidred  ,"Okay so I'm being messy but Lil mama hasn't did any ""volunteer work"" since her and ole boy broke up. #pretender @kidred you know who. I been holding it in... But heyyyy.  (created at:2013-03-01 20:29:52)",0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,_onerichsavage,richhomiequan  ,Haha GO HARD  (created at:2013-02-23 00:17:59),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,britneylove88,richhomiequan  ,Keep doing.ya thang boo..  (created at:2013-02-23 00:18:13),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,luvlaypebblez,richhomiequan  ,#SALUTE @richhomiequan  (created at:2013-02-23 00:18:33),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,_jaesupreme,richhomiequan  ,__é  (created at:2013-02-23 00:19:21),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,terriusmykel,richhomiequan  ,@richhomiequan YOU NEED TO ADDRESS WHY YOU IN FUTURE HAVE THE SAME FLOW. Lets us know  (created at:2013-02-23 00:19:36),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,october_leah,richhomiequan  ,"Quan .. Let me ask this on some frfr shit? ""Who tf is Cooley"" fuck him !  (created at:2013-02-23 00:19:52)",0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,princesscre1,richhomiequan  ,"Damn, Cooley wanted by a lot of ppl!  (created at:2013-02-23 00:20:01)",0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,otfbeezyy,richhomiequan  ,Cooley boo boo anyway..__é  (created at:2013-02-23 00:20:17),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,ayo_rissaaaa,richhomiequan  ,tuh cooley must feel some #TypeOfWay  (created at:2013-02-23 00:20:34),0,other
184, #s don't lie @omgyoungcooley fuck u talkin bout,joey_phunsway,richhomiequan  ,RHQ FUCK EM  (created at:2013-02-23 00:21:02),1,bully
184, #s don't lie @omgyoungcooley fuck u talkin bout,lockdownnb,richhomiequan  ,U killed his ass on that one. He said 19 weeks ago yo shit say 21weeks ago u said it first  (created at:2013-02-23 00:21:18),1,bully
184, #s don't lie @omgyoungcooley fuck u talkin bout,_rooski_mgod,richhomiequan  ,@terriusmykel future stole his style when rich homie went to jail listen back to future old shit he was just rapping in auto tune rich been doing this style before dirty sprite listen to investments ont that still goin in  (created at:2013-02-23 00:22:42),0,other
